group,mutants,killed_mutants,unique_target_tests,unique_failing_tests,unique_error_tests,kill_events,source_mode,wide_csv,long_csv
batch01__Mockito_1__appendConstant__mockito_1f_appendConstant_line136,4,0,1,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__appendConstant__mockito_1f_appendConstant_line136_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__appendConstant__mockito_1f_appendConstant_line136_kill_matrix_long.csv
batch01__Mockito_1__append__mockito_1f_append_line332,7,6,36,31,0,48,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__append__mockito_1f_append_line332_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__append__mockito_1f_append_line332_kill_matrix_long.csv
batch01__Mockito_1__binaryOperation__mockito_1f_binaryOperation_line224,8,0,1,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__binaryOperation__mockito_1f_binaryOperation_line224_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__binaryOperation__mockito_1f_binaryOperation_line224_kill_matrix_long.csv
batch01__Mockito_1__cast_numeric__mockito_1f_cast_numeric_line252,6,0,1,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__cast_numeric__mockito_1f_cast_numeric_line252_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__cast_numeric__mockito_1f_cast_numeric_line252_kill_matrix_long.csv
batch01__Mockito_1__merge__mockito_1f_merge_line1340,6,0,1,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__merge__mockito_1f_merge_line1340_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__merge__mockito_1f_merge_line1340_kill_matrix_long.csv
batch01__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,8,0,1,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136_kill_matrix_long.csv
batch01__Mockito_1__visitJumpInsn__mockito_1f_visitJumpInsn_line856,8,0,1,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__visitJumpInsn__mockito_1f_visitJumpInsn_line856_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__visitJumpInsn__mockito_1f_visitJumpInsn_line856_kill_matrix_long.csv
batch01__Mockito_1__visit__mockito_1f_visit_line64,4,0,1,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__visit__mockito_1f_visit_line64_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_1__visit__mockito_1f_visit_line64_kill_matrix_long.csv
batch01__Mockito_25__returnValueFor__mockito_25f_returnValueFor_line70,8,3,540,2,0,4,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_25__returnValueFor__mockito_25f_returnValueFor_line70_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_25__returnValueFor__mockito_25f_returnValueFor_line70_kill_matrix_long.csv
batch01__Mockito_38__matches__mockito_38f_matches_line18,1,1,4,1,0,1,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_38__matches__mockito_38f_matches_line18_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch01__Mockito_38__matches__mockito_38f_matches_line18_kill_matrix_long.csv
batch01__Time_1__selectSlow__time_1f_selectSlow_line242,8,5,416,160,0,167,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch01__Time_1__selectSlow__time_1f_selectSlow_line242_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch01__Time_1__selectSlow__time_1f_selectSlow_line242_kill_matrix_long.csv
batch01__Time_22__compile__time_22f_compile_line366,7,2,1,1,0,2,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch01__Time_22__compile__time_22f_compile_line366_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch01__Time_22__compile__time_22f_compile_line366_kill_matrix_long.csv
batch01__Time_22__isNumericToken__time_22f_isNumericToken_line632,7,0,66,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch01__Time_22__isNumericToken__time_22f_isNumericToken_line632_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch01__Time_22__isNumericToken__time_22f_isNumericToken_line632_kill_matrix_long.csv
batch01__Time_6__time__time_6f_time_line384,7,5,86,23,0,65,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch01__Time_6__time__time_6f_time_line384_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch01__Time_6__time__time_6f_time_line384_kill_matrix_long.csv
batch02__Chart_1__clipLine__chart_1f_clipLine_line62,6,3,3,1,0,3,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Chart_1__clipLine__chart_1f_clipLine_line62_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Chart_1__clipLine__chart_1f_clipLine_line62_kill_matrix_long.csv
batch02__Chart_1__readResolve__chart_1f_readResolve_line213,6,0,69,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Chart_1__readResolve__chart_1f_readResolve_line213_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Chart_1__readResolve__chart_1f_readResolve_line213_kill_matrix_long.csv
batch02__Chart_26__drawAxisLine__chart_26f_drawAxisLine_line517,8,0,42,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Chart_26__drawAxisLine__chart_26f_drawAxisLine_line517_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Chart_26__drawAxisLine__chart_26f_drawAxisLine_line517_kill_matrix_long.csv
batch02__Chart_4__deriveRotationAnchorOffsets__chart_4f_deriveRotationAnchorOffsets_line686,7,0,65,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Chart_4__deriveRotationAnchorOffsets__chart_4f_deriveRotationAnchorOffsets_line686_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Chart_4__deriveRotationAnchorOffsets__chart_4f_deriveRotationAnchorOffsets_line686_kill_matrix_long.csv
batch02__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599,8,0,70,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599_kill_matrix_long.csv
batch02__Cli_1__findWrapPos__cli_1f_findWrapPos_line789,6,2,7,2,0,2,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Cli_1__findWrapPos__cli_1f_findWrapPos_line789_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Cli_1__findWrapPos__cli_1f_findWrapPos_line789_kill_matrix_long.csv
batch02__Cli_30__createValue__cli_30f_createValue_line60,8,4,6,4,0,7,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Cli_30__createValue__cli_30f_createValue_line60_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Cli_30__createValue__cli_30f_createValue_line60_kill_matrix_long.csv
batch02__Cli_3__createValue__cli_3f_createValue_line59,8,5,1,1,0,5,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Cli_3__createValue__cli_3f_createValue_line59_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Cli_3__createValue__cli_3f_createValue_line59_kill_matrix_long.csv
batch02__Cli_40__flatten__cli_40f_flatten_line94,6,1,76,12,0,12,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Cli_40__flatten__cli_40f_flatten_line94_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Cli_40__flatten__cli_40f_flatten_line94_kill_matrix_long.csv
batch02__Cli_7__appendUsage__cli_7f_appendUsage_line258,8,6,27,20,0,82,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Cli_7__appendUsage__cli_7f_appendUsage_line258_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Cli_7__appendUsage__cli_7f_appendUsage_line258_kill_matrix_long.csv
batch02__Cli_7__process__cli_7f_process_line156,1,0,32,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Cli_7__process__cli_7f_process_line156_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Cli_7__process__cli_7f_process_line156_kill_matrix_long.csv
batch02__Cli_7__wrap__cli_7f_wrap_line340,6,4,26,25,0,53,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Cli_7__wrap__cli_7f_wrap_line340_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Cli_7__wrap__cli_7f_wrap_line340_kill_matrix_long.csv
batch02__Closure_106__precedence__closure_106f_precedence_line605,8,2,1892,4,0,4,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_106__precedence__closure_106f_precedence_line605_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_106__precedence__closure_106f_precedence_line605_kill_matrix_long.csv
batch02__Closure_125__precedenceWithDefault__closure_125f_precedenceWithDefault_line1179,8,8,3533,93,0,235,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_125__precedenceWithDefault__closure_125f_precedenceWithDefault_line1179_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_125__precedenceWithDefault__closure_125f_precedenceWithDefault_line1179_kill_matrix_long.csv
batch02__Closure_1__biggestPowerTen__closure_1f_biggestPowerTen_line180,7,0,1,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_1__biggestPowerTen__closure_1f_biggestPowerTen_line180_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_1__biggestPowerTen__closure_1f_biggestPowerTen_line180_kill_matrix_long.csv
batch02__Closure_44__bytecodeName__closure_44f_bytecodeName_line179,5,0,1,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_44__bytecodeName__closure_44f_bytecodeName_line179_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_44__bytecodeName__closure_44f_bytecodeName_line179_kill_matrix_long.csv
batch02__Closure_44__findInstanceIdInfo__closure_44f_findInstanceIdInfo_line139,3,0,1,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_44__findInstanceIdInfo__closure_44f_findInstanceIdInfo_line139_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_44__findInstanceIdInfo__closure_44f_findInstanceIdInfo_line139_kill_matrix_long.csv
batch02__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459,6,0,1,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459_kill_matrix_long.csv
batch02__Closure_44__visit__closure_44f_visit_line381,3,0,1,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_44__visit__closure_44f_visit_line381_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_44__visit__closure_44f_visit_line381_kill_matrix_long.csv
batch02__Closure_46__mayBeExpression__closure_46f_mayBeExpression_line487,7,0,100,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_46__mayBeExpression__closure_46f_mayBeExpression_line487_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_46__mayBeExpression__closure_46f_mayBeExpression_line487_kill_matrix_long.csv
batch02__Closure_47__tokenToName__closure_47f_tokenToName_line1461,6,0,656,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_47__tokenToName__closure_47f_tokenToName_line1461_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Closure_47__tokenToName__closure_47f_tokenToName_line1461_kill_matrix_long.csv
batch02__Codec_13__encode__codec_13f_encode_line385,4,2,13,7,0,14,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_13__encode__codec_13f_encode_line385_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_13__encode__codec_13f_encode_line385_kill_matrix_long.csv
batch02__Codec_13__handleG__codec_13f_handleG_line408,2,1,5,4,0,4,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_13__handleG__codec_13f_handleG_line408_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_13__handleG__codec_13f_handleG_line408_kill_matrix_long.csv
batch02__Codec_13__handleJ__codec_13f_handleJ_line514,2,0,8,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_13__handleJ__codec_13f_handleJ_line514_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_13__handleJ__codec_13f_handleJ_line514_kill_matrix_long.csv
batch02__Codec_17__transcodeRemaining__codec_17f_transcodeRemaining_line118,8,8,19,19,0,42,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_17__transcodeRemaining__codec_17f_transcodeRemaining_line118_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_17__transcodeRemaining__codec_17f_transcodeRemaining_line118_kill_matrix_long.csv
batch02__Codec_1__handleC__codec_1f_handleC_line281,8,6,4,3,0,10,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_1__handleC__codec_1f_handleC_line281_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_1__handleC__codec_1f_handleC_line281_kill_matrix_long.csv
batch02__Codec_1__handleG__codec_1f_handleG_line418,6,1,3,1,0,1,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_1__handleG__codec_1f_handleG_line418_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_1__handleG__codec_1f_handleG_line418_kill_matrix_long.csv
batch02__Codec_1__handleJ__codec_1f_handleJ_line526,5,0,5,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_1__handleJ__codec_1f_handleJ_line526_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_1__handleJ__codec_1f_handleJ_line526_kill_matrix_long.csv
batch02__Codec_1__handleS__codec_1f_handleS_line612,8,4,6,2,0,5,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_1__handleS__codec_1f_handleS_line612_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_1__handleS__codec_1f_handleS_line612_kill_matrix_long.csv
batch02__Codec_9__colognePhonetic__codec_9f_colognePhonetic_line293,6,4,3,3,0,9,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_9__colognePhonetic__codec_9f_colognePhonetic_line293_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_9__colognePhonetic__codec_9f_colognePhonetic_line293_kill_matrix_long.csv
batch02__Codec_9__read__codec_9f_read_line76,5,0,8,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_9__read__codec_9f_read_line76_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Codec_9__read__codec_9f_read_line76_kill_matrix_long.csv
batch02__Collections_17__put__collections_17f_put_line254,7,2,13,10,0,13,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_17__put__collections_17f_put_line254_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_17__put__collections_17f_put_line254_kill_matrix_long.csv
batch02__Collections_17__size__collections_17f_size_line1027,8,8,15,15,0,22,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_17__size__collections_17f_size_line1027_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_17__size__collections_17f_size_line1027_kill_matrix_long.csv
batch02__Collections_1__containsKey__collections_1f_containsKey_line186,5,1,12,2,0,2,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_1__containsKey__collections_1f_containsKey_line186_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_1__containsKey__collections_1f_containsKey_line186_kill_matrix_long.csv
batch02__Collections_1__put__collections_1f_put_line255,1,0,12,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_1__put__collections_1f_put_line255_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_1__put__collections_1f_put_line255_kill_matrix_long.csv
batch02__Collections_1__swapPosition__collections_1f_swapPosition_line1043,4,0,6,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_1__swapPosition__collections_1f_swapPosition_line1043_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_1__swapPosition__collections_1f_swapPosition_line1043_kill_matrix_long.csv
batch02__Collections_21__containsKey__collections_21f_containsKey_line197,8,5,12,8,0,38,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_21__containsKey__collections_21f_containsKey_line197_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_21__containsKey__collections_21f_containsKey_line197_kill_matrix_long.csv
batch02__Collections_21__put__collections_21f_put_line290,6,4,13,11,0,37,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_21__put__collections_21f_put_line290_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_21__put__collections_21f_put_line290_kill_matrix_long.csv
batch02__Collections_22__size__collections_22f_size_line1301,4,4,17,3,0,4,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_22__size__collections_22f_size_line1301_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Collections_22__size__collections_22f_size_line1301_kill_matrix_long.csv
batch02__Compress_10__read__compress_10f_read_line212,1,0,5,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_10__read__compress_10f_read_line212_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_10__read__compress_10f_read_line212_kill_matrix_long.csv
batch02__Compress_19__readDirectoryEntry__compress_19f_readDirectoryEntry_line291,7,0,5,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_19__readDirectoryEntry__compress_19f_readDirectoryEntry_line291_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_19__readDirectoryEntry__compress_19f_readDirectoryEntry_line291_kill_matrix_long.csv
batch02__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542,6,0,1,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542_kill_matrix_long.csv
batch02__Compress_21__readSubStreamsInfo__compress_21f_readSubStreamsInfo_line397,8,0,19,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_21__readSubStreamsInfo__compress_21f_readSubStreamsInfo_line397_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_21__readSubStreamsInfo__compress_21f_readSubStreamsInfo_line397_kill_matrix_long.csv
batch02__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009,8,0,46,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009_kill_matrix_long.csv
batch02__Compress_3__perform__compress_3f_perform_line64,3,2,23,2,0,2,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_3__perform__compress_3f_perform_line64_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_3__perform__compress_3f_perform_line64_kill_matrix_long.csv
batch02__Compress_43__readFrameDescriptor__compress_43f_readFrameDescriptor_line190,6,6,33,33,0,152,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_43__readFrameDescriptor__compress_43f_readFrameDescriptor_line190_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_43__readFrameDescriptor__compress_43f_readFrameDescriptor_line190_kill_matrix_long.csv
batch02__Compress_46__processPaxHeader__compress_46f_processPaxHeader_line1021,6,2,17,3,0,3,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_46__processPaxHeader__compress_46f_processPaxHeader_line1021_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_46__processPaxHeader__compress_46f_processPaxHeader_line1021_kill_matrix_long.csv
batch02__Compress_7__initBlock__compress_7f_initBlock_line240,5,2,3,2,0,4,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_7__initBlock__compress_7f_initBlock_line240_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_7__initBlock__compress_7f_initBlock_line240_kill_matrix_long.csv
batch02__Compress_7__recvDecodingTables__compress_7f_recvDecodingTables_line416,6,5,3,3,0,13,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_7__recvDecodingTables__compress_7f_recvDecodingTables_line416_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Compress_7__recvDecodingTables__compress_7f_recvDecodingTables_line416_kill_matrix_long.csv
batch02__Csv_11__initializeHeader__csv_11f_initializeHeader_line359,7,6,50,16,0,48,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_11__initializeHeader__csv_11f_initializeHeader_line359_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_11__initializeHeader__csv_11f_initializeHeader_line359_kill_matrix_long.csv
batch02__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181,5,4,13,13,0,28,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181_kill_matrix_long.csv
batch02__Csv_1__nextToken__csv_1f_nextToken_line40,3,1,31,4,0,4,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_1__nextToken__csv_1f_nextToken_line40_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_1__nextToken__csv_1f_nextToken_line40_kill_matrix_long.csv
batch02__Csv_2__parseEncapsulatedToken__csv_2f_parseEncapsulatedToken_line198,1,0,14,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_2__parseEncapsulatedToken__csv_2f_parseEncapsulatedToken_line198_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_2__parseEncapsulatedToken__csv_2f_parseEncapsulatedToken_line198_kill_matrix_long.csv
batch02__Csv_2__parseSimpleToken__csv_2f_parseSimpleToken_line149,5,2,48,41,0,45,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_2__parseSimpleToken__csv_2f_parseSimpleToken_line149_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_2__parseSimpleToken__csv_2f_parseSimpleToken_line149_kill_matrix_long.csv
batch02__Csv_3__readEscape__csv_3f_readEscape_line87,6,1,14,4,0,4,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_3__readEscape__csv_3f_readEscape_line87_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_3__readEscape__csv_3f_readEscape_line87_kill_matrix_long.csv
batch02__Csv_4__equals__csv_4f_equals_line313,8,4,10,4,0,7,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_4__equals__csv_4f_equals_line313_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_4__equals__csv_4f_equals_line313_kill_matrix_long.csv
batch02__Csv_4__nextToken__csv_4f_nextToken_line82,2,2,65,63,0,73,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_4__nextToken__csv_4f_nextToken_line82_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_4__nextToken__csv_4f_nextToken_line82_kill_matrix_long.csv
batch02__Csv_4__parseSimpleToken__csv_4f_parseSimpleToken_line185,8,6,62,59,0,123,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_4__parseSimpleToken__csv_4f_parseSimpleToken_line185_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Csv_4__parseSimpleToken__csv_4f_parseSimpleToken_line185_kill_matrix_long.csv
batch02__Gson_11__nextUnquotedValue__gson_11f_nextUnquotedValue_line1025,7,0,80,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Gson_11__nextUnquotedValue__gson_11f_nextUnquotedValue_line1025_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Gson_11__nextUnquotedValue__gson_11f_nextUnquotedValue_line1025_kill_matrix_long.csv
batch02__Gson_1__extractTypeForHierarchy__gson_1f_extractTypeForHierarchy_line117,1,0,1,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Gson_1__extractTypeForHierarchy__gson_1f_extractTypeForHierarchy_line117_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Gson_1__extractTypeForHierarchy__gson_1f_extractTypeForHierarchy_line117_kill_matrix_long.csv
batch02__Gson_1__nextLiteral__gson_1f_nextLiteral_line971,6,4,183,170,0,422,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Gson_1__nextLiteral__gson_1f_nextLiteral_line971_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Gson_1__nextLiteral__gson_1f_nextLiteral_line971_kill_matrix_long.csv
batch02__Gson_1__write__gson_1f_write_line86,7,4,227,185,0,281,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Gson_1__write__gson_1f_write_line86_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Gson_1__write__gson_1f_write_line86_kill_matrix_long.csv
batch02__Gson_2__equals__gson_2f_equals_line160,8,2,346,36,0,38,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Gson_2__equals__gson_2f_equals_line160_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Gson_2__equals__gson_2f_equals_line160_kill_matrix_long.csv
batch02__Gson_2__newDefaultImplementationConstructor__gson_2f_newDefaultImplementationConstructor_line127,7,0,202,0,0,0,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Gson_2__newDefaultImplementationConstructor__gson_2f_newDefaultImplementationConstructor_line127_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Gson_2__newDefaultImplementationConstructor__gson_2f_newDefaultImplementationConstructor_line127_kill_matrix_long.csv
batch02__Gson_2__peek__gson_2f_peek_line86,3,3,33,32,0,86,test_results.csv,harness/experiments/target_coverage/kill_matrices/batch02__Gson_2__peek__gson_2f_peek_line86_kill_matrix.csv,harness/experiments/target_coverage/kill_matrices/batch02__Gson_2__peek__gson_2f_peek_line86_kill_matrix_long.csv
