dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path
defects4j,JacksonDatabind_2,jacksondatabind_2f_forType__line63_100,major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100,forType,major_12,cd6e64f159ef0c6ec0850038e1a00aab8100a02409e885a6411560d8d18ca93b,SUCCESS,PASS,False,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100/execution/major_12.log
defects4j,JacksonDatabind_2,jacksondatabind_2f_forType__line63_100,major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100,forType,major_2,c69c771a825f83b03e06cc3a870d687f3063f124591c4f40114dd24e61fb9190,SUCCESS,FAIL,True,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100/execution/major_2.log
defects4j,JacksonDatabind_2,jacksondatabind_2f_forType__line63_100,major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100,forType,major_6,cb78f9ba9d2a34ef8e7af638969e9ce39c13c6727af66c3f3b4a11ab1f09dc27,SUCCESS,FAIL,True,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100/execution/major_6.log
defects4j,JacksonDatabind_2,jacksondatabind_2f_forType__line63_100,major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100,forType,major_1,07a331c7fc5c4a2efc238254f633e2b2ee223582c9af4ef80ddb65bb2a993745,SUCCESS,FAIL,True,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100/execution/major_1.log
defects4j,JacksonDatabind_2,jacksondatabind_2f_forType__line63_100,major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100,forType,major_13,4b65f0107664711b4164def06a91a15cc48f81715f2ffecb1135b46cbc90da5d,SUCCESS,FAIL,True,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100/execution/major_13.log
defects4j,JacksonDatabind_2,jacksondatabind_2f_forType__line63_100,major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100,forType,major_3,c752222e28fa14e8f941d829108b17679ca7a82b4ae5f363d9a1308151cc9d84,SUCCESS,FAIL,True,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100/execution/major_3.log
defects4j,JacksonDatabind_2,jacksondatabind_2f_forType__line63_100,major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100,forType,major_7,f3747f9bcd995017049c5d9ee5eb802460b8e0c682313cbdddfca32d23444cb4,SUCCESS,PASS,False,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100/execution/major_7.log
defects4j,JacksonDatabind_2,jacksondatabind_2f_forType__line63_100,major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100,forType,major_10,d4bb666d36e0bc29fa1263732ff2fe24bd7d2e402b18074271487fd65127dc26,SUCCESS,PASS,False,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100/execution/major_10.log
defects4j,JacksonDatabind_2,jacksondatabind_2f_forType__line63_100,major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100,forType,major_14,c8d123444f77a83703a50acc756d85f7d98954421941ecc8438d2daebef791c4,SUCCESS,FAIL,True,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100/execution/major_14.log
defects4j,JacksonDatabind_2,jacksondatabind_2f_forType__line63_100,major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100,forType,major_4,f0deccb4934e3318ac870d2f2f1f985d95798db9e8e67baa2b7c136e1dc2551a,SUCCESS,PASS,False,True,/home/francisco/mt-harness/harness/executions/java/major/execution/major_full_catalog_try2_exec_no_cap_mw8/runs/major_exec__major_full_catalog_try2_exec_no_cap_mw8__jacksondatabind_2f_forType__line63_100/execution/major_4.log
